Item_Identifier,Outlet_Identifier,Predicted_Weekly_Demand,EOQ,Safety_Stock,Reorder_Point,Inventory_Status
NC,OUT018,1835.8688,2522.77,1602.88,3433.73,Medium Stock Required
FD,OUT019,310.98175,1038.3,271.53,581.63,Low Stock Required
NC,OUT045,3082.435,3268.91,2691.28,5765.26,High Stock Required
FD,OUT049,2532.7249,2963.13,2211.3,4737.11,Medium Stock Required
FD,OUT045,1258.0498,2088.36,1098.4,2353.01,Low Stock Required
NC,OUT027,1327.1464,2144.94,1158.73,2482.22,Low Stock Required
NC,OUT027,1001.7921,1863.57,874.67,1873.71,Low Stock Required
FD,OUT035,888.2813,1754.81,775.57,1661.42,Low Stock Required
FD,OUT049,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT027,3130.3552,3294.22,2733.1,5854.89,High Stock Required
DR,OUT019,256.43652,942.86,223.91,479.62,Low Stock Required
NC,OUT019,322.48114,1057.32,281.57,603.15,Low Stock Required
FD,OUT035,2971.8018,3209.71,2594.67,5558.33,Medium Stock Required
FD,OUT017,2903.0159,3172.35,2534.6,5429.66,Medium Stock Required
FD,OUT013,2830.2559,3132.34,2471.09,5293.56,Medium Stock Required
FD,OUT010,586.11084,1425.43,511.72,1096.22,Low Stock Required
DR,OUT049,3609.9092,3537.56,3151.8,6751.83,High Stock Required
FD,OUT027,2519.0376,2955.11,2199.38,4711.54,Medium Stock Required
NC,OUT035,3080.2358,3267.74,2689.36,5761.17,High Stock Required
NC,OUT013,2534.7576,2964.31,2213.08,4740.92,Medium Stock Required
DR,OUT017,3055.6636,3254.68,2667.88,5715.19,High Stock Required
DR,OUT046,4043.9634,3744.21,3530.76,7563.67,High Stock Required
NC,OUT049,2916.4548,3179.68,2546.35,5454.78,Medium Stock Required
FD,OUT018,2349.3193,2853.82,2051.17,4394.07,Medium Stock Required
FD,OUT013,722.75354,1582.89,631.03,1351.82,Low Stock Required
FD,OUT013,3898.1116,3676.06,3403.42,7290.87,High Stock Required
FD,OUT018,2368.3958,2865.39,2067.84,4429.78,Medium Stock Required
NC,OUT019,275.50482,977.28,240.54,515.29,Low Stock Required
FD,OUT035,3648.801,3556.57,3185.76,6824.57,High Stock Required
FD,OUT017,1561.5935,2326.7,1363.43,2920.72,Medium Stock Required
FD,OUT049,1258.0498,2088.36,1098.4,2353.01,Low Stock Required
FD,OUT035,2000.186,2633.24,1746.37,3741.09,Medium Stock Required
FD,OUT045,4025.454,3735.63,3514.61,7529.04,High Stock Required
FD,OUT010,594.3895,1435.46,518.97,1111.73,Low Stock Required
FD,OUT013,2547.4456,2971.72,2224.17,4764.61,Medium Stock Required
FD,OUT017,3927.7288,3690.0,3429.31,7346.3,High Stock Required
NC,OUT019,457.24588,1259.01,399.22,855.2,Low Stock Required
FD,OUT045,2970.2942,3208.9,2593.36,5555.55,Medium Stock Required
NC,OUT046,2668.4976,3041.51,2329.86,4991.05,Medium Stock Required
FD,OUT018,2854.2578,3145.59,2492.04,5338.45,Medium Stock Required
FD,OUT045,1441.7411,2235.63,1258.79,2696.59,Low Stock Required
FD,OUT018,616.9064,1462.4,538.61,1153.84,Low Stock Required
FD,OUT017,1645.0165,2388.04,1436.25,3076.77,Medium Stock Required
NC,OUT049,3912.3367,3682.77,3415.86,7317.45,High Stock Required
FD,OUT017,1980.8514,2620.49,1729.48,3704.88,Medium Stock Required
FD,OUT027,5163.0137,4230.66,4507.8,9656.65,High Stock Required
DR,OUT018,599.6328,1441.78,523.55,1121.56,Low Stock Required
FD,OUT019,386.02124,1156.81,337.02,721.95,Low Stock Required
NC,OUT035,1644.1356,2387.4,1435.5,3075.11,Medium Stock Required
FD,OUT013,1444.3237,2237.63,1261.02,2701.41,Low Stock Required
NC,OUT010,236.87381,906.18,206.79,443.04,Low Stock Required
FD,OUT046,2953.6946,3199.92,2578.87,5524.47,Medium Stock Required
NC,OUT027,5900.161,4522.6,5151.41,11035.4,High Stock Required
FD,OUT013,2915.3003,3179.05,2545.34,5452.65,Medium Stock Required
FD,OUT013,2915.3003,3179.05,2545.34,5452.65,Medium Stock Required
FD,OUT013,1643.577,2386.99,1435.02,3074.07,Medium Stock Required
FD,OUT046,885.8641,1752.43,773.43,1656.9,Low Stock Required
FD,OUT013,2070.048,2678.84,1807.36,3871.73,Medium Stock Required
FD,OUT027,2990.3704,3219.72,2610.87,5593.08,Medium Stock Required
FD,OUT035,3106.8513,3281.83,2712.58,5810.92,High Stock Required
FD,OUT010,664.98846,1518.32,580.61,1243.79,Low Stock Required
FD,OUT027,4947.575,4141.45,4319.74,9253.76,High Stock Required
DR,OUT027,1000.604,1862.46,873.62,1871.47,Low Stock Required
FD,OUT035,3625.9255,3545.4,3165.81,6781.8,High Stock Required
FD,OUT010,182.05864,794.44,158.95,340.53,Low Stock Required
DR,OUT035,931.34814,1796.85,813.16,1741.99,Low Stock Required
FD,OUT046,1451.857,2243.46,1267.61,2715.49,Low Stock Required
FD,OUT046,2901.5588,3171.55,2533.34,5426.93,Medium Stock Required
NC,OUT035,1761.5123,2471.15,1537.96,3294.68,Medium Stock Required
FD,OUT046,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT013,2552.1245,2974.45,2228.23,4773.36,Medium Stock Required
FD,OUT019,67.94086,485.31,59.33,127.09,Low Stock Required
FD,OUT049,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
FD,OUT013,2070.048,2678.84,1807.36,3871.73,Medium Stock Required
FD,OUT027,1340.2151,2155.48,1170.13,2506.64,Low Stock Required
FD,OUT018,616.9064,1462.4,538.61,1153.84,Low Stock Required
FD,OUT027,2554.4426,2975.8,2230.28,4777.72,Medium Stock Required
FD,OUT027,1035.3071,1894.48,903.92,1936.42,Low Stock Required
FD,OUT010,423.6939,1211.94,369.93,792.45,Low Stock Required
FD,OUT017,3948.2043,3699.61,3447.17,7384.53,High Stock Required
DR,OUT017,1980.0416,2619.95,1728.78,3703.41,Medium Stock Required
FD,OUT013,1563.6565,2328.23,1365.22,2924.61,Medium Stock Required
FD,OUT010,474.90216,1283.09,414.63,888.25,Low Stock Required
NC,OUT035,888.2813,1754.81,775.57,1661.42,Low Stock Required
FD,OUT013,841.5953,1708.08,734.8,1574.1,Low Stock Required
FD,OUT035,3891.9993,3673.18,3398.1,7279.46,High Stock Required
FD,OUT046,1678.9507,2412.54,1465.89,3140.22,Medium Stock Required
FD,OUT045,675.2052,1529.94,589.52,1262.85,Low Stock Required
FD,OUT049,4022.368,3734.19,3511.91,7523.26,High Stock Required
NC,OUT049,2814.3013,3123.5,2457.16,5263.74,Medium Stock Required
FD,OUT019,492.50012,1306.65,430.0,921.12,Low Stock Required
FD,OUT046,2668.4976,3041.51,2329.86,4991.05,Medium Stock Required
FD,OUT049,3084.1873,3269.84,2692.81,5768.54,High Stock Required
FD,OUT045,1441.7411,2235.63,1258.79,2696.59,Low Stock Required
NC,OUT035,660.0995,1512.73,576.33,1234.61,Low Stock Required
FD,OUT045,3082.435,3268.91,2691.28,5765.26,High Stock Required
FD,OUT035,2909.7344,3176.02,2540.5,5442.28,Medium Stock Required
FD,OUT017,2903.0159,3172.35,2534.6,5429.66,Medium Stock Required
FD,OUT018,1665.0043,2402.5,1453.71,3114.18,Medium Stock Required
FD,OUT049,1515.5784,2292.16,1323.27,2834.71,Medium Stock Required
FD,OUT017,3519.3308,3492.9,3072.74,6582.4,High Stock Required
FD,OUT027,2990.3704,3219.72,2610.87,5593.08,Medium Stock Required
FD,OUT017,2903.0159,3172.35,2534.6,5429.66,Medium Stock Required
DR,OUT017,687.38446,1543.68,600.17,1285.68,Low Stock Required
FD,OUT046,3894.2214,3674.23,3400.02,7283.55,High Stock Required
FD,OUT027,3691.7896,3577.46,3223.3,6904.95,High Stock Required
FD,OUT010,190.22617,812.07,166.11,355.81,Low Stock Required
FD,OUT013,3902.7703,3678.26,3407.48,7299.55,High Stock Required
NC,OUT045,2907.3213,3174.7,2538.36,5437.69,Medium Stock Required
FD,OUT019,328.62378,1067.35,286.9,614.64,Low Stock Required
FD,OUT035,4039.128,3741.97,3526.57,7554.65,High Stock Required
FD,OUT045,3086.644,3271.14,2694.95,5773.13,High Stock Required
NC,OUT017,657.2724,1509.48,573.84,1229.32,Low Stock Required
FD,OUT018,1848.1575,2531.19,1613.62,3456.72,Medium Stock Required
FD,OUT049,2916.4548,3179.68,2546.35,5454.78,Medium Stock Required
FD,OUT018,2775.213,3101.73,2423.02,5190.61,Medium Stock Required
FD,OUT010,187.92201,807.13,164.06,351.45,Low Stock Required
FD,OUT018,599.6328,1441.78,523.55,1121.56,Low Stock Required
FD,OUT017,1444.3237,2237.63,1261.02,2701.41,Low Stock Required
FD,OUT010,671.2971,1525.5,586.11,1255.59,Low Stock Required
DR,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT045,2533.1611,2963.38,2211.69,4737.92,Medium Stock Required
FD,OUT019,571.6977,1407.79,499.15,1069.3,Low Stock Required
DR,OUT027,1733.0519,2451.1,1513.12,3241.42,Medium Stock Required
NC,OUT049,2532.7249,2963.13,2211.3,4737.11,Medium Stock Required
FD,OUT019,457.24588,1259.01,399.22,855.2,Low Stock Required
FD,OUT018,2413.0552,2892.28,2106.83,4513.29,Medium Stock Required
FD,OUT027,5500.229,4366.63,4802.26,10287.39,High Stock Required
FD,OUT035,3084.4448,3269.98,2693.03,5769.04,High Stock Required
NC,OUT045,4043.7314,3744.1,3530.59,7563.22,High Stock Required
FD,OUT049,1258.0498,2088.36,1098.4,2353.01,Low Stock Required
FD,OUT018,1528.9636,2302.26,1334.92,2859.66,Medium Stock Required
FD,OUT017,2644.8838,3028.02,2309.26,4946.93,Medium Stock Required
NC,OUT027,1340.2151,2155.48,1170.13,2506.64,Low Stock Required
FD,OUT046,3081.2183,3268.26,2690.19,5762.98,High Stock Required
NC,OUT049,3738.2703,3599.91,3263.86,6991.92,High Stock Required
NC,OUT045,2559.7385,2978.89,2234.91,4787.67,Medium Stock Required
FD,OUT018,3479.6475,3473.15,3038.08,6508.19,High Stock Required
NC,OUT010,385.29898,1155.73,336.4,720.63,Low Stock Required
NC,OUT017,833.52106,1699.86,727.73,1558.98,Low Stock Required
FD,OUT019,345.09924,1093.78,301.31,645.43,Low Stock Required
FD,OUT027,2348.303,2853.21,2050.3,4392.15,Medium Stock Required
FD,OUT018,2413.0552,2892.28,2106.83,4513.29,Medium Stock Required
FD,OUT046,3561.7642,3513.89,3109.76,6661.77,High Stock Required
FD,OUT035,3887.3406,3670.98,3394.04,7270.71,High Stock Required
DR,OUT019,481.48962,1291.96,420.4,900.6,Low Stock Required
FD,OUT010,599.30695,1441.39,523.25,1120.91,Low Stock Required
FD,OUT046,3103.288,3279.95,2709.48,5804.25,High Stock Required
FD,OUT013,3071.9993,3263.37,2682.16,5745.71,High Stock Required
FD,OUT013,2655.253,3033.95,2318.29,4966.25,Medium Stock Required
FD,OUT018,2368.3958,2865.39,2067.84,4429.78,Medium Stock Required
FD,OUT045,4043.7314,3744.1,3530.59,7563.22,High Stock Required
NC,OUT027,5899.04,4522.17,5150.45,11033.32,High Stock Required
NC,OUT013,977.4566,1840.79,853.41,1828.16,Low Stock Required
FD,OUT010,462.88843,1266.76,404.16,865.81,Low Stock Required
NC,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT035,2004.5411,2636.11,1750.17,3749.23,Medium Stock Required
FD,OUT013,1397.3225,2200.92,1219.98,2613.47,Low Stock Required
FD,OUT018,3452.7,3459.68,3014.55,6457.78,High Stock Required
FD,OUT013,2085.8782,2689.06,1821.2,3901.39,Medium Stock Required
FD,OUT049,4048.185,3746.16,3534.48,7571.59,High Stock Required
FD,OUT035,3651.8098,3558.03,3188.38,6830.2,High Stock Required
NC,OUT019,133.66539,680.72,116.69,249.97,Low Stock Required
FD,OUT018,1848.1575,2531.19,1613.62,3456.72,Medium Stock Required
FD,OUT018,2968.1667,3207.75,2591.49,5551.51,Medium Stock Required
NC,OUT027,5152.5146,4226.35,4498.64,9637.06,High Stock Required
FD,OUT045,3082.435,3268.91,2691.28,5765.26,High Stock Required
FD,OUT035,2818.504,3125.83,2460.83,5271.61,Medium Stock Required
NC,OUT017,687.38446,1543.68,600.17,1285.68,Low Stock Required
FD,OUT035,2542.9604,2969.11,2220.24,4756.2,Medium Stock Required
FD,OUT017,2539.5867,2967.14,2217.32,4749.92,Medium Stock Required
FD,OUT013,640.9281,1490.6,559.61,1198.78,Low Stock Required
FD,OUT018,2475.558,2929.49,2161.4,4630.16,Medium Stock Required
FD,OUT045,4072.1406,3757.23,3555.39,7616.37,High Stock Required
FD,OUT035,2909.7344,3176.02,2540.5,5442.28,Medium Stock Required
FD,OUT035,1521.3694,2296.54,1328.29,2845.47,Medium Stock Required
FD,OUT049,847.6157,1714.18,740.04,1585.36,Low Stock Required
DR,OUT010,447.78687,1245.92,390.97,837.5,Low Stock Required
FD,OUT019,320.32562,1053.78,279.7,599.18,Low Stock Required
FD,OUT049,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
NC,OUT046,1660.994,2399.61,1450.22,3106.63,Medium Stock Required
NC,OUT018,2349.3193,2853.82,2051.17,4394.07,Medium Stock Required
FD,OUT035,2067.42,2677.14,1805.04,3866.82,Medium Stock Required
FD,OUT035,2079.9624,2685.24,1816.0,3890.24,Medium Stock Required
NC,OUT045,972.4473,1836.07,849.04,1818.82,Low Stock Required
FD,OUT018,1589.1447,2347.13,1387.48,2972.28,Medium Stock Required
NC,OUT027,6006.157,4563.04,5243.96,11233.65,High Stock Required
FD,OUT010,444.11273,1240.8,387.74,830.63,Low Stock Required
DR,OUT017,2524.0994,2958.08,2203.79,4720.99,Medium Stock Required
DR,OUT013,2830.2559,3132.34,2471.09,5293.56,Medium Stock Required
NC,OUT013,1643.577,2386.99,1435.02,3074.07,Medium Stock Required
DR,OUT013,4052.9768,3748.38,3538.67,7580.54,High Stock Required
NC,OUT045,3090.3481,3273.1,2698.18,5780.07,High Stock Required
FD,OUT035,2000.186,2633.24,1746.37,3741.09,Medium Stock Required
FD,OUT035,653.83093,1505.53,570.88,1222.93,Low Stock Required
FD,OUT018,2750.166,3087.7,2401.15,5143.75,Medium Stock Required
FD,OUT013,3076.2083,3265.61,2685.82,5753.57,High Stock Required
NC,OUT045,972.4473,1836.07,849.04,1818.82,Low Stock Required
FD,OUT035,3080.2358,3267.74,2689.36,5761.17,High Stock Required
FD,OUT045,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT013,2088.085,2690.48,1823.12,3905.48,Medium Stock Required
FD,OUT046,1297.8867,2121.16,1133.19,2427.49,Low Stock Required
FD,OUT027,2990.3704,3219.72,2610.87,5593.08,Medium Stock Required
FD,OUT049,862.5769,1729.24,753.13,1613.36,Low Stock Required
FD,OUT027,2537.6934,2966.03,2215.66,4746.37,Medium Stock Required
FD,OUT013,722.75354,1582.89,631.03,1351.82,Low Stock Required
FD,OUT018,1848.1575,2531.19,1613.62,3456.72,Medium Stock Required
FD,OUT027,2348.303,2853.21,2050.3,4392.15,Medium Stock Required
FD,OUT049,862.5769,1729.24,753.13,1613.36,Low Stock Required
NC,OUT035,691.9282,1548.77,604.14,1294.2,Low Stock Required
FD,OUT035,3080.2358,3267.74,2689.36,5761.17,High Stock Required
FD,OUT019,322.99188,1058.16,282.01,604.15,Low Stock Required
FD,OUT049,3761.037,3610.85,3283.76,7034.5,High Stock Required
FD,OUT027,3748.9548,3605.05,3273.2,7011.9,High Stock Required
FD,OUT017,833.52106,1699.86,727.73,1558.98,Low Stock Required
NC,OUT019,660.68994,1513.4,576.86,1235.77,Low Stock Required
DR,OUT046,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
FD,OUT013,1520.8108,2296.12,1327.81,2844.43,Medium Stock Required
NC,OUT046,2547.433,2971.72,2224.17,4764.61,Medium Stock Required
NC,OUT035,4039.128,3741.97,3526.57,7554.65,High Stock Required
NC,OUT010,493.31503,1307.73,430.7,922.66,Low Stock Required
NC,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT035,3763.675,3612.12,3286.08,7039.41,High Stock Required
FD,OUT035,1644.1356,2387.4,1435.5,3075.11,Medium Stock Required
NC,OUT035,2909.7344,3176.02,2540.5,5442.28,Medium Stock Required
FD,OUT045,2533.1611,2963.38,2211.69,4737.92,Medium Stock Required
FD,OUT017,3737.2964,3599.44,3263.03,6990.11,High Stock Required
FD,OUT046,730.61676,1591.48,637.89,1366.52,Low Stock Required
FD,OUT027,5900.161,4522.6,5151.41,11035.4,High Stock Required
FD,OUT045,2533.1611,2963.38,2211.69,4737.92,Medium Stock Required
NC,OUT019,281.40152,987.69,245.69,526.32,Low Stock Required
FD,OUT018,2750.166,3087.7,2401.15,5143.75,Medium Stock Required
NC,OUT049,4062.0786,3752.58,3546.61,7597.58,High Stock Required
NC,OUT027,1000.604,1862.46,873.62,1871.47,Low Stock Required
FD,OUT018,1772.9889,2479.19,1548.0,3316.13,Medium Stock Required
FD,OUT013,3071.9993,3263.37,2682.16,5745.71,High Stock Required
FD,OUT049,3084.1873,3269.84,2692.81,5768.54,High Stock Required
FD,OUT017,3737.2964,3599.44,3263.03,6990.11,High Stock Required
FD,OUT045,2907.3213,3174.7,2538.36,5437.69,Medium Stock Required
FD,OUT049,656.2777,1508.34,573.01,1227.51,Low Stock Required
FD,OUT035,2574.9966,2987.75,2248.23,4816.18,Medium Stock Required
FD,OUT018,3464.401,3465.53,3024.76,6479.68,High Stock Required
FD,OUT010,586.11084,1425.43,511.72,1096.22,Low Stock Required
FD,OUT035,2004.5411,2636.11,1750.17,3749.23,Medium Stock Required
FD,OUT027,1020.03485,1880.46,890.6,1907.84,Low Stock Required
FD,OUT018,3102.89,3279.74,2709.14,5803.56,High Stock Required
FD,OUT017,1638.3053,2383.16,1430.4,3064.2,Medium Stock Required
NC,OUT027,5160.7144,4229.71,4505.8,9652.41,High Stock Required
DR,OUT046,3735.642,3598.64,3261.59,6986.99,High Stock Required
FD,OUT027,5881.924,4515.6,5135.47,11001.26,High Stock Required
NC,OUT017,2061.4421,2673.26,1799.85,3855.61,Medium Stock Required
NC,OUT013,2088.085,2690.48,1823.12,3905.48,Medium Stock Required
NC,OUT017,2655.6833,3034.2,2318.69,4967.07,Medium Stock Required
FD,OUT027,5210.714,4250.15,4549.45,9745.9,High Stock Required
FD,OUT027,6056.9727,4582.3,5288.31,11328.68,High Stock Required
FD,OUT045,3628.3308,3546.58,3167.9,6786.27,High Stock Required
FD,OUT045,1512.9979,2290.21,1321.0,2829.85,Medium Stock Required
FD,OUT035,2671.2727,3043.09,2332.26,4996.18,Medium Stock Required
FD,OUT045,3880.2488,3667.63,3387.84,7257.44,High Stock Required
FD,OUT013,1395.5991,2199.56,1218.5,2610.31,Low Stock Required
FD,OUT045,972.4473,1836.07,849.04,1818.82,Low Stock Required
FD,OUT027,3116.9854,3287.18,2721.45,5829.87,High Stock Required
NC,OUT010,269.00296,965.68,234.86,503.1,Low Stock Required
FD,OUT027,2519.0376,2955.11,2199.38,4711.54,Medium Stock Required
FD,OUT049,2000.9031,2633.72,1746.98,3742.4,Medium Stock Required
FD,OUT045,3932.5862,3692.28,3433.54,7355.36,High Stock Required
FD,OUT018,3077.2017,3266.13,2686.7,5755.5,High Stock Required
DR,OUT017,727.88464,1588.5,635.53,1361.43,Low Stock Required
NC,OUT046,654.57043,1506.38,571.49,1224.24,Low Stock Required
FD,OUT010,130.14157,671.68,113.63,243.41,Low Stock Required
FD,OUT017,3055.6636,3254.68,2667.88,5715.19,High Stock Required
FD,OUT035,736.06866,1597.41,642.64,1376.66,Low Stock Required
FD,OUT035,660.0995,1512.73,576.33,1234.61,Low Stock Required
FD,OUT046,4004.2527,3725.78,3496.1,7489.39,High Stock Required
DR,OUT045,2542.382,2968.77,2219.76,4755.16,Medium Stock Required
DR,OUT019,260.0843,949.54,227.09,486.44,Low Stock Required
FD,OUT018,1835.8688,2522.77,1602.88,3433.73,Medium Stock Required
FD,OUT010,577.7511,1415.23,504.43,1080.6,Low Stock Required
FD,OUT027,6056.9727,4582.3,5288.31,11328.68,High Stock Required
FD,OUT045,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT019,166.08347,758.79,145.02,310.64,Low Stock Required
NC,OUT035,2666.495,3040.37,2328.12,4987.28,Medium Stock Required
FD,OUT035,1627.96,2375.62,1421.36,3044.87,Medium Stock Required
NC,OUT046,2663.72,3038.79,2325.67,4982.1,Medium Stock Required
FD,OUT035,3625.9255,3545.4,3165.81,6781.8,High Stock Required
NC,OUT019,249.0163,929.12,217.4,465.76,Low Stock Required
FD,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
NC,OUT018,2413.0552,2892.28,2106.83,4513.29,Medium Stock Required
FD,OUT035,679.9569,1535.31,593.66,1271.75,Low Stock Required
FD,OUT035,2079.9624,2685.24,1816.0,3890.24,Medium Stock Required
DR,OUT045,2907.3213,3174.7,2538.36,5437.69,Medium Stock Required
FD,OUT010,113.96278,628.55,99.49,213.17,Low Stock Required
DR,OUT010,194.35834,820.84,169.69,363.52,Low Stock Required
FD,OUT010,273.17502,973.14,238.53,510.97,Low Stock Required
FD,OUT045,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT046,1624.3219,2372.97,1418.17,3038.04,Medium Stock Required
DR,OUT018,656.2201,1508.28,572.93,1227.36,Low Stock Required
DR,OUT013,2915.3003,3179.05,2545.34,5452.65,Medium Stock Required
DR,OUT035,2909.7344,3176.02,2540.5,5442.28,Medium Stock Required
FD,OUT027,2551.003,2973.8,2227.27,4771.28,Medium Stock Required
FD,OUT019,322.68842,1057.66,281.75,603.54,Low Stock Required
FD,OUT018,1368.1606,2177.83,1194.53,2558.97,Low Stock Required
FD,OUT046,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
DR,OUT046,692.6677,1549.6,604.75,1295.51,Low Stock Required
NC,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
FD,OUT010,573.08496,1409.5,500.37,1071.85,Low Stock Required
FD,OUT019,536.73816,1364.07,468.64,1003.93,Low Stock Required
NC,OUT049,3088.3962,3272.07,2696.48,5776.41,High Stock Required
NC,OUT018,630.9031,1478.9,550.84,1180.0,Low Stock Required
FD,OUT049,3889.361,3671.94,3395.78,7274.48,High Stock Required
FD,OUT045,2533.1611,2963.38,2211.69,4737.92,Medium Stock Required
FD,OUT035,2666.495,3040.37,2328.12,4987.28,Medium Stock Required
DR,OUT027,1640.5623,2384.8,1432.36,3068.4,Medium Stock Required
FD,OUT018,2340.8635,2848.68,2043.79,4378.22,Medium Stock Required
